"Participant","Age","Gender","Lote","Proficiency","Age_Englsh","Age_Lote","Item.number","Type","Value","Lexicalization","Bias","Order","Group","Context"
53,19,"Male",NA,"My English is stronger.","3","3",11,"experiment",0,1,"Res","U","C","Maria was playing ball on the sidewalk.  She tripped and fell down%2C and then got back up.  At that moment%2C though%2C her brother%2C Alex%2C came jogging around the corner."
53,19,"Male",NA,"My English is stronger.","3","3",12,"experiment",9,101,"Bad","Filler","C","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
53,19,"Male",NA,"My English is stronger.","3","3",13,"experiment",74,2,"Res","VPO","C","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Fortunately%2C Edna had some glue. "
53,19,"Male",NA,"My English is stronger.","3","3",14,"experiment",78,101.5,"Good","Filler","C","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
53,19,"Male",NA,"My English is stronger.","3","3",15,"experiment",18,3,"Res","VOP","C","Amy got a doll for her birthday.  The doll wore a purple hat which Amy loved. While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
53,19,"Male",NA,"My English is stronger.","3","3",16,"experiment",0,102,"Bad","Filler","C","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
53,19,"Male",NA,"My English is stronger.","3","3",17,"experiment",0,4,"Rep","U","C","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter.  Gwen put them back in the container and left the room to wash her hands.  When she returned%2C her toddler had dumped the strawberries out of the container."
53,19,"Male",NA,"My English is stronger.","3","3",18,"experiment",21,102.5,"Good","Filler","C","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
53,19,"Male",NA,"My English is stronger.","3","3",19,"experiment",68,5,"Rep","VPO","C","Tammy's dad bought a new blender.  It required assembly and he put it together the same day. Tammy%2C who loved mechanical things%2C then discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces. "
53,19,"Male",NA,"My English is stronger.","3","3",20,"experiment",15,103,"Bad","Filler","C","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
53,19,"Male",NA,"My English is stronger.","3","3",21,"experiment",46,6,"Rep","VOP","C","Oscar made a stuffed animal for his kitten to play with%2C sewing together the outside and then putting in foam stuffing. The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the empty outside cover."
53,19,"Male",NA,"My English is stronger.","3","3",22,"experiment",51,103.5,"Good","Filler","C","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
53,19,"Male",NA,"My English is stronger.","3","3",23,"experiment",0,7,"Res","U","C","Marlon arrived at the swimming pool. As he was taking off his shoes%2C he lost his balance and fell in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as he got out%2C though%2C the neighborhood bully came by."
53,19,"Male",NA,"My English is stronger.","3","3",24,"experiment",0,104,"Bad","Filler","C","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
53,19,"Male",NA,"My English is stronger.","3","3",25,"experiment",45,8,"Res","VPO","C","Dennis brought Carol a Christmas tree and he put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
53,19,"Male",NA,"My English is stronger.","3","3",26,"experiment",59,104.5,"Good","Filler","C","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
53,19,"Male",NA,"My English is stronger.","3","3",27,"experiment",91,9,"Res","VOP","C","One day%2C a stray cat Gloria had never seen before began meowing outside her door.  Gloria's dad  opened the door and the cat walked in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
53,19,"Male",NA,"My English is stronger.","3","3",28,"experiment",0,105,"Bad","Filler","C","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
53,19,"Male",NA,"My English is stronger.","3","3",29,"experiment",0,10,"Rep","U","C","Mandy bought a brand new bicycle.  She also bought a bell for the handlebar%2C and put it on herself. One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
53,19,"Male",NA,"My English is stronger.","3","3",30,"experiment",86,105.5,"Good","Filler","C","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
53,19,"Male",NA,"My English is stronger.","3","3",31,"experiment",28,11,"Rep","VPO","C","Doug took his canoe out for a trip around his favorite lake.   Along the way%2C he came across an injured duck floating in the water%2C and decided to take it to the park ranger station.  He lifted it in the canoe.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell back into the water.  Doug maneuvered  the canoe around to where the duck lay in the water."
53,19,"Male",NA,"My English is stronger.","3","3",32,"experiment",0,106,"Bad","Filler","C","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
53,19,"Male",NA,"My English is stronger.","3","3",33,"experiment",60,12,"Rep","VOP","C","Martha bought a jar of Nutella.  She opened%2C it and had a spoonful.  She found the lid and put it back on. That afternoon%2C her brother found it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
53,19,"Male",NA,"My English is stronger.","3","3",34,"experiment",28,106.5,"Good","Filler","C","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
53,19,"Male",NA,"My English is stronger.","3","3",35,"experiment",0,13,"Res","U","C","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Suddenly she tripped%2C and fell flat on her face%2C losing the ball.  She got up to recover the ball%2C but just then an opposing player put a shoulder into her."
53,19,"Male",NA,"My English is stronger.","3","3",36,"experiment",0,107,"Bad","Filler","C","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
53,19,"Male",NA,"My English is stronger.","3","3",37,"experiment",84,14,"Res","VPO","C","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin.  That night a rainstorm came and filled up the pond.  Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
53,19,"Male",NA,"My English is stronger.","3","3",38,"experiment",23,107.5,"Good","Filler","C","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
53,19,"Male",NA,"My English is stronger.","3","3",39,"experiment",69,15,"Res","VOP","C","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C the University President came to a ceremony at her lab%2C walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
53,19,"Male",NA,"My English is stronger.","3","3",40,"experiment",10,108,"Bad","Filler","C","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
53,19,"Male",NA,"My English is stronger.","3","3",41,"experiment",0,16,"Rep","U","C","In the attic%2C Carl discovered an old photo of his grandmother.  It was ripped into several pieces%2C so Carl taped it together%2C and put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
53,19,"Male",NA,"My English is stronger.","3","3",42,"experiment",56,108.5,"Good","Filler","C","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
53,19,"Male",NA,"My English is stronger.","3","3",43,"experiment",99,17,"Rep","VPO","C","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass. She carried the fish over to a bucket on the dock and put it in.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked back over to the bucket."
53,19,"Male",NA,"My English is stronger.","3","3",44,"experiment",0,109,"Bad","Filler","C","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
